lon,lat,stops_nearby,pois_nearby,pop_density,accessibility_score,accessibility_category
116.60380020000025,1.4995944999999997,0,0,0.0,0.175,Very Low
116.80380020000024,1.4995944999999997,0,0,0.0,0.175,Very Low
117.00380020000026,1.4995944999999997,0,0,0.0,0.175,Very Low
117.20380020000025,1.4995944999999997,0,0,0.0,0.175,Very Low
117.40380020000026,1.4995944999999997,0,0,0.0,0.175,Very Low
117.60380020000025,1.4995944999999997,0,0,0.0,0.175,Very Low
117.80380020000027,1.4995944999999997,0,0,0.0,0.175,Very Low
118.00380020000026,1.4995944999999997,0,0,0.0,0.175,Very Low
118.20380020000027,1.4995944999999997,0,0,0.0,0.175,Very Low
118.40380020000026,1.4995944999999997,0,0,0.0,0.175,Very Low
118.60380020000028,1.4995944999999997,0,0,0.0,0.175,Very Low
118.80380020000027,1.4995944999999997,0,0,0.0,0.175,Very Low
119.00380020000028,1.4995944999999997,0,0,0.0,0.175,Very Low
119.20380020000027,1.4995944999999997,0,0,0.0,0.175,Very Low
119.40380020000029,1.4995944999999997,0,0,0.0,0.175,Very Low
99.6038002,1.6995945,0,0,0.0,0.175,Very Low
99.80380020000001,1.6995945,0,0,0.0,0.175,Very Low
100.0038002,1.6995945,0,0,0.0,0.175,Very Low
100.20380020000002,1.6995945,0,0,0.0,0.175,Very Low
100.4038002,1.6995945,0,1,0.0,0.19249999999999998,Very Low
100.60380020000002,1.6995945,0,0,0.0,0.175,Very Low
100.80380020000001,1.6995945,0,0,0.0,0.175,Very Low
101.00380020000003,1.6995945,0,0,0.0,0.175,Very Low
101.20380020000002,1.6995945,0,0,0.0,0.175,Very Low
101.40380020000003,1.6995945,0,0,0.0,0.175,Very Low
101.60380020000002,1.6995945,0,0,0.0,0.175,Very Low
101.80380020000004,1.6995945,0,0,0.0,0.175,Very Low
102.00380020000003,1.6995945,0,0,0.0,0.175,Very Low
